objname,ra2000,de2000,t,type,v,logd25,d25,bt,incl,col10,_r,_RAJ2000,_DEJ2000,WISE,RAJ2000,DEJ2000,eeMaj,eeMin,eePA,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,cntr,snr1,chi2W1,snr2,chi2W2,snr3,chi2W3,snr4,chi2W4,nb,na,sat1,sat2,sat3,sat4,ccf,ex,var,nW1,mW1,nW2,mW2,nW3,mW3,nW4,mW4,2Mkey,d2M
PGC013058,52.7844,-36.29007,-4.5,E,1817,1.02,1.0471285020627683,14.61,90.0,,1.39E-4,52.784507,-36.290179,J033108.28-361724.6,52.784507,-36.290179,0.077,0.075,178,12.536,0.023,12.557,0.023,9.623,0.026,7.775,0.103,14.84,0.131,14.422,0.211,14.076,0.14,522036401241019576,46.7,21.8,47.1,4.96,41.2,1.54,10.6,1.05,1,0,0.0,0.0,0.0,0.0,0000,5,1000,0,36,36,36,36,35,35,6,922083745,0.508
PGC013084,52.85339999999999,-35.33108,-2.0,S0,1288,1.09,1.2302688653672373,14.50,53.2,,7.05E-4,52.852544,-35.331175,J033124.61-351952.2,52.852544,-35.331175,0.172,0.144,9,13.286,0.036,13.335,0.042,12.071,0.197,8.83,,15.239,0.158,14.63,0.182,14.376,0.175,529034901241003639,30.2,10.9,26.1,2.26,5.5,0.923,0.7,1.03,3,0,0.0,0.0,0.0,0.001,0000,5,11nn,11,37,37,35,37,0,36,0,179556679,2.57
PGC013097,52.9485,-35.05186,-2.2,S0,1660,1.07,1.174897696838254,15.30,50.0,,5.1E-4,52.948504,-35.05135,J033147.64-350304.8,52.948504,-35.05135,0.067,0.064,149,14.6,0.03,14.6,0.043,13.098,,9.741,,,,,,,,529034901241013329,36.6,7.4,25.4,1.57,0.9,1.1,-0.9,0.936,1,0,0.0,0.0,0.0,0.0,0000,1,00nn,11,42,42,35,42,0,40,0,0,
PGC013146,53.1987,-34.23869,-2.8,E-S0,2051,1.12,1.3182567530303144,14.89,90.0,,8.2E-5,53.198601,-34.238698,J033247.66-341419.3,53.198601,-34.238698,0.085,0.081,8,12.641,0.023,12.715,0.024,12.212,0.155,9.449,,14.949,0.135,14.497,0.172,14.075,0.158,529034901241039322,46.9,22.3,46.1,4.13,7.0,1.01,0.9,0.959,1,0,0.0,0.0,0.0,0.001,0000,5,10nn,11,51,51,50,50,1,49,0,179577218,0.067
PGC013230,53.6229,-35.54649,-2.4,S0,1205,1.1,1.2589254809065389,14.52,45.8,,1.28E-4,53.622956,-35.54637,J033429.50-353246.9,53.622956,-35.54637,0.095,0.091,11,13.016,0.027,13.123,0.025,12.389,0.188,9.894,,14.524,,13.858,,14.579,0.181,529034901241000031,40.5,22.6,42.9,4.49,5.8,1.05,0.2,1.1,1,0,0.0,0.0,0.0,0.0,0000,5,01nn,11,48,48,48,48,3,45,1,179611676,0.353
PGC013343,54.2262,-35.37464,-2.8,E-S0,1663,1.03,1.0715192346486087,14.81,26.2,,5.7E-5,54.226267,-35.374655,J033654.30-352228.7,54.226267,-35.374655,0.08,0.074,16,11.984,0.022,12.128,0.022,11.531,0.091,9.226,,14.507,0.136,13.918,0.151,13.485,0.132,548034901241007310,48.4,26.9,50.4,7.26,11.9,0.974,1.6,1.02,1,0,0.0,0.0,0.0,0.001,0000,5,110n,11,46,46,46,46,5,45,0,179652071,0.363
PGC013635,55.689150000000005,-33.9202,-5.0,E,1252,1.1,1.2589254809065389,14.32,50.4,,2.86E-4,55.689404,-33.920393,J034245.45-335513.4,55.689404,-33.920393,0.087,0.085,13,12.957,0.024,12.967,0.027,10.06,0.035,7.755,0.093,14.871,,15.431,0.321,13.821,,557033401241003822,44.7,39.3,40.8,7.22,30.8,1.72,11.6,1.07,1,0,0.0,0.0,0.0,0.0,0000,5,1000,11,43,43,43,43,36,40,5,190949488,2.084
PGC027066,142.97415,-16.67946,6.9,Scd,2178,1.12,1.3182567530303144,16.53,83.8,,3.14E-4,142.974466,-16.679377,J093153.87-164045.7,142.974466,-16.679377,0.133,0.132,45,14.339,0.03,14.156,0.044,12.119,0.216,9.499,,,,,,,,1430016701241021060,36.1,8.58,24.9,2.36,5.0,0.981,-0.5,0.994,1,0,0.0,0.0,0.0,0.0,0000,1,00nn,11,21,21,21,21,0,20,0,0,
PGC028759,149.3784,69.27771,10.0,I,99,1.25,1.778279410038923,16.80,28.7,,8.97E-4,149.376127,69.277312,J095730.27+691638.3,149.376127,69.277312,0.185,0.17,75,14.97,0.036,15.048,0.075,12.557,,9.33,,15.788,0.073,15.011,0.082,15.081,0.145,1507169601241009731,30.6,0.952,14.5,0.989,1.0,0.917,0.1,1.15,1,0,0.0,0.0,0.0,0.0,0000,0,11nn,0,20,20,13,20,1,18,0,547904722,0.107
PGC029653,152.75325,-4.69282,9.9,IB,324,1.73,5.370318199557904,12.32,31.1,,0.00339,152.756374,-4.694161,J101101.52-044138.9,152.756374,-4.694161,0.4,0.36,78,16.65,0.125,16.156,0.356,11.684,,8.373,,,,,,,,1534004601241013452,8.7,1.0,3.1,0.83,1.2,0.553,-0.6,0.745,1,0,0.0,0.0,0.0,0.0,0000,0,nnnn,-60,3,12,0,12,0,5,0,0,
PGC034407,169.14690000000002,18.1184,-2.0,S0,933,1.05,1.1220183311090417,15.40,69.9,,1.68E-4,169.147077,18.118404,J111635.29+180706.2,169.147077,18.118404,0.112,0.107,100,13.287,0.026,13.3,0.034,12.244,0.375,8.911,,14.758,,15.005,0.137,13.989,,1696118101241021432,41.5,19.1,31.9,2.74,2.9,0.959,-1.4,1.03,1,0,0.0,0.0,0.0,0.0,0000,5,00nn,0,11,11,11,11,0,11,0,202101813,0.37
PGC039052,183.50925,6.72318,4.2,Sbc,2426,1.05,1.1220183311090417,15.00,68.3,,3.12E-4,183.508938,6.72314,J121402.14+064323.3,183.508938,6.72314,0.105,0.1,79,12.897,0.027,12.927,0.032,10.268,0.064,8.569,0.322,15.842,0.209,13.776,,13.553,,1837106001241030927,40.9,26.8,33.5,4.24,17.1,1.29,3.4,0.96,1,0,0.0,0.0,0.0,0.0,0000,5,000n,-82,13,13,13,13,12,13,2,870919862,1.27
PGC039799,185.08845000000002,0.36679,9.1,Sm,900,1.06,1.14815347022194,15.53,90.0,,0.001701,185.089305,0.368261,J122021.43+002205.7,185.089305,0.368261,0.32,0.294,82,15.466,0.054,15.309,0.155,12.157,,8.495,,,,,,,,1845100001241019755,20.3,1.92,7.0,1.12,-1.7,1.07,0.1,0.694,1,0,0.0,0.0,0.0,0.007,0000,0,1nnn,-118,13,14,3,14,0,6,0,0,
PGC040045,185.5317,15.79918,8.0,Sd,1299,1.05,1.1220183311090417,15.92,46.9,,4.42E-4,185.53183,15.798756,J122207.63+154755.5,185.53183,15.798756,0.593,0.545,71,16.477,0.096,16.295,0.276,12.739,,9.168,,,,,,,,1862115101241036765,11.3,1.14,3.9,0.909,-0.5,0.86,-2.0,0.924,1,0,0.0,0.0,0.0,0.0,0000,0,0nnn,111,7,14,2,14,0,13,0,0,
PGC040074,185.5902,10.60132,-5.0,E,2071,1.02,1.0471285020627683,15.78,90.0,,9.45E-4,185.590557,10.602197,J122221.73+103607.9,185.590557,10.602197,0.228,0.206,76,14.989,0.042,14.856,0.086,12.207,,8.815,,,,,,,,1861110601241021523,25.8,4.78,12.6,1.53,1.2,0.924,0.6,1.0,1,0,0.0,0.0,0.0,0.0,0000,1,00nn,-47,12,12,9,12,0,12,0,0,
PGC040547,186.3999,15.84793,0.6,S?,1087,1.02,1.0471285020627683,15.34,0.0,,4.86E-4,186.400361,15.847732,J122536.08+155051.8,186.400361,15.847732,0.216,0.202,67,15.115,0.041,14.783,0.074,12.683,0.469,9.251,,,,,,,,1862115101241033158,26.2,4.37,14.7,1.39,2.3,0.928,-0.1,1.05,1,0,0.0,0.0,0.0,0.0,0000,1,10nn,111,15,15,12,14,0,14,0,0,
PGC040659,186.5634,12.96389,-5.0,E,1101,1.01,1.0232929698100972,16.74,56.0,,0.001869,186.561596,12.963256,J122614.78+125747.7,186.561596,12.963256,0.13,0.121,45,13.517,0.027,13.522,0.041,11.676,0.187,8.811,,,,,,,,1862113601241003004,40.8,37.0,26.6,5.71,5.8,1.16,1.1,1.03,3,0,0.0,0.0,0.0,0.0,0000,3,11nn,111,15,15,15,15,0,15,0,0,
PGC040759,186.72705000000002,10.66578,-5.0,E,1275,1.01,1.0232929698100972,15.21,84.3,,3.16E-4,186.727345,10.665906,J122654.56+103957.2,186.727345,10.665906,0.169,0.154,103,14.597,0.033,14.284,0.059,11.967,,9.223,,,,,,,,1861110601241015778,33.3,7.8,18.6,1.75,1.9,0.978,-1.6,1.07,1,0,0.0,0.0,0.0,0.0,0000,1,00nn,-47,15,15,12,12,0,12,0,0,
PGC040819,186.82395,14.14737,-3.0,E-S0,20,1.13,1.348962867780606,14.72,90.0,,6.12E-4,186.823881,14.146762,J122717.73+140848.3,186.823881,14.146762,0.072,0.066,170,8.94,0.022,9.035,0.02,8.971,0.027,8.699,0.349,9.657,0.021,9.153,0.018,9.011,0.018,1862113601241031276,48.8,0.967,54.5,0.987,40.3,1.04,3.1,0.989,1,0,0.0,0.0,0.0,0.0,0000,0,011n,111,14,14,14,14,14,14,1,464554408,0.158
PGC040821,186.88185000000001,9.60239,9.8,I,32,1.31,2.0417376756604138,16.43,90.0,,0.003205,186.883201,9.599475,J122731.96+093558.1,186.883201,9.599475,0.298,0.274,74,15.828,0.052,15.426,0.12,12.712,,9.244,,,,,,,,1868109001241035797,20.7,1.1,9.0,0.918,-0.8,0.927,-0.6,0.899,1,0,0.0,0.0,0.0,0.0,0000,0,0nnn,-94,22,24,3,24,0,12,0,0,
PGC041994,188.9661,13.8584,7.1,Scd,756,1.0,1.0,17.70,90.0,,5.61E-4,188.966247,13.858943,J123551.89+135132.1,188.966247,13.858943,0.235,0.215,85,16.361,0.075,15.926,0.198,12.75,,9.325,,,,,,,,1893113601241026868,14.4,1.0,5.5,0.932,-0.2,0.925,-0.4,0.86,1,0,0.0,0.0,0.0,0.0,0000,0,0nnn,-101,13,23,2,23,0,14,0,0,
PGC042068,189.14565,8.05471,2.8,Sb,1796,1.04,1.0964780998322172,14.66,52.8,,3.05E-4,189.1456,8.055011,J123634.94+080318.0,189.1456,8.055011,0.135,0.13,73,13.845,0.03,13.843,0.044,11.153,0.132,8.917,0.395,15.138,,15.629,0.225,14.762,,1891107501241025132,36.1,16.0,24.6,2.13,8.2,0.984,2.7,1.18,1,0,0.0,0.0,0.0,0.0,0000,5,01nn,109,14,14,14,14,3,13,0,871934107,2.039
PGC042147,189.37065,12.3533,0.6,S?,1454,1.02,1.0471285020627683,16.30,90.0,,0.001433,189.371657,12.352258,J123729.19+122108.1,189.371657,12.352258,0.538,0.488,84,16.418,0.084,16.533,0.432,11.791,,9.076,,,,,,,,1900112101241022509,12.9,1.1,2.5,0.965,1.3,0.898,-0.7,1.09,1,0,0.0,0.0,0.0,0.0,0000,0,0nnn,-101,7,19,0,19,0,7,0,0,
PGC042160,189.42239999999998,8.55898,9.5,Sm,1072,1.03,1.0715192346486087,14.81,65.5,,7.14E-4,189.421718,8.559215,J123741.21+083333.1,189.421718,8.559215,0.17,0.164,93,14.493,0.035,14.161,0.054,11.106,0.135,8.479,0.308,,,,,,,1899109001241005969,31.0,9.41,20.1,2.02,8.1,1.06,3.5,0.956,1,0,0.0,0.0,0.0,0.0,0000,1,11nn,98,12,12,12,12,2,12,0,0,
PGC042902,191.1066,3.52517,0.7,S?,478,1.07,1.174897696838254,15.36,66.5,,5.46E-4,191.107073,3.524896,J124425.69+033129.6,191.107073,3.524896,0.117,0.113,116,13.38,0.027,13.353,0.037,12.013,0.282,8.886,,15.233,0.158,14.897,0.239,14.295,0.165,1905103001241024749,40.2,13.2,29.2,2.63,3.8,1.0,0.2,1.12,3,0,0.0,0.0,0.0,0.0,0000,5,20nn,87,13,13,13,13,1,13,1,891970453,2.055
PGC043526,192.80535,-6.55927,10.0,I,1506,1.12,1.3182567530303144,13.57,72.8,,2.49E-4,192.805601,-6.559268,J125113.34-063333.3,192.805601,-6.559268,0.106,0.105,71,13.407,0.027,13.372,0.032,10.604,0.076,8.085,0.194,,,,,,,1929006101241002860,39.7,29.3,33.7,4.6,14.3,1.23,5.6,1.16,1,0,0.0,0.0,0.0,0.0,0000,1,111n,29,25,25,24,24,10,17,3,0,
PGC044532,194.75760000000002,34.86082,8.9,Sm,837,1.58,3.8018943388944666,12.86,90.0,,0.001214,194.758819,34.860132,J125902.11+345136.4,194.758819,34.860132,0.166,0.156,73,14.708,0.034,14.62,0.059,11.836,0.188,8.306,0.21,,,,,,,1955134801241022346,32.1,8.09,18.4,1.51,5.8,1.02,5.2,0.958,1,0,0.0,0.0,0.0,0.0,0000,5,10nn,0,17,17,16,17,2,17,1,0,
PGC046875,201.16335,-10.48849,9.0,S?,2772,1.04,1.0964780998322172,-,0.0,,5.7E-4,201.162771,-10.488513,J132439.06-102918.6,201.162771,-10.488513,0.163,0.155,77,14.717,0.033,14.606,0.057,12.173,0.298,9.062,,,,,,,,2015010701241021588,33.1,5.63,18.9,1.34,3.6,0.944,0.4,0.925,1,0,0.0,0.0,0.0,0.0,0000,1,01nn,0,22,22,16,22,2,21,0,0,
PGC065367,311.7156,-12.84767,9.9,IB,-142,1.33,2.1379623007676005,14.27,72.0,,9.87E-4,311.715129,-12.846796,J204651.63-125048.4,311.715129,-12.846796,0.317,0.285,125,15.493,0.053,15.39,0.154,12.569,,8.163,,16.119,0.09,15.674,0.141,15.613,0.24,3121012201241005643,20.6,1.03,7.0,0.975,-0.6,0.957,1.8,1.16,1,0,0.0,0.0,0.0,0.0,0000,0,0nnn,87,12,12,1,12,0,11,0,488413843,0.963
PGC072006,354.70305,-5.7469,9.0,SBm,2042,1.04,1.0964780998322172,15.09,77.7,,0.001289,354.702125,-5.747803,J233848.50-054452.0,354.702125,-5.747803,0.235,0.225,125,14.974,0.043,14.745,0.086,12.097,0.365,8.769,,,,,,,,3554006101241019992,25.5,3.79,12.7,1.29,3.0,0.895,0.1,1.11,2,0,0.0,0.0,0.0,0.0,0000,1,02nn,0,11,11,8,11,0,11,0,0,
PGC090942,146.39535,-14.40249,6.2,Sc,2452,1.06,1.14815347022194,17.12,90.0,,6.3E-4,146.395972,-14.402675,J094535.03-142409.6,146.395972,-14.402675,0.279,0.251,72,15.742,0.048,15.532,0.116,12.265,,9.202,,,,,,,,1471015201241038824,22.5,1.53,9.4,0.831,1.9,0.929,0.4,0.988,1,0,0.0,0.0,0.0,0.0,0000,0,11nn,55,24,24,5,24,1,19,0,0,
PGC091228,191.75265,32.65158,7.9,Sd,520,1.11,1.288249594126457,17.04,90.0,,0.005159,191.746819,32.649994,J124659.23+323859.9,191.746819,32.649994,0.561,0.499,69,16.536,0.09,16.309,0.234,12.985,,9.108,,,,,,,,1925133301241006552,12.1,1.19,4.6,1.0,0.0,1.0,0.5,1.03,1,0,0.0,0.0,0.0,0.002,0000,0,0nnn,0,10,16,0,16,0,16,0,0,
PGC093080,21.143700000000003,3.7897,5.6,Sc,2171,1.19,1.5488168229767911,-,70.6,,0.002504,21.145296,3.791632,J012434.87+034729.8,21.145296,3.791632,0.052,0.05,178,9.364,0.022,8.723,0.02,4.35,0.014,1.592,0.013,14.548,0.236,13.021,0.237,11.45,0.082,212104501241002805,48.7,53.6,55.0,21.2,75.5,15.2,81.4,2.06,1,0,0.0,0.0,0.0,0.0,0000,5,9130,0,23,23,23,23,23,23,23,1080428980,0.25
PGC093119,193.7697,8.06626,-3.2,E-S0,2543,1.25,1.778279410038923,15.35,19.4,,1.21E-4,193.769582,8.066291,J125504.69+080358.6,193.769582,8.066291,0.081,0.075,132,11.555,0.023,11.612,0.022,10.94,0.105,8.745,,13.345,0.063,12.78,0.083,12.462,0.057,1937107501241032030,47.9,19.1,49.6,6.32,10.3,0.969,1.1,0.953,1,0,0.0,0.0,0.0,0.0,0000,3,111n,87,13,13,13,13,6,13,0,892001546,0.212
PGC166069,43.92825,58.86062,10.0,I,59,1.2,1.58489336647576,19.59,90.0,,4.74E-4,43.929121,58.860767,J025542.98+585138.7,43.929121,58.860767,0.113,0.109,159,13.101,0.028,13.091,0.034,10.033,0.051,7.968,0.184,15.796,,14.822,,15.057,0.155,432159001241018474,38.4,26.4,31.5,5.13,21.1,1.9,5.9,1.13,2,0,0.0,0.0,0.0,0.0,0000,5,111n,0,16,16,16,16,13,16,0,477315105,0.448
PGC166071,47.9955,60.34689,10.0,I,2767,1.45,2.818383240711117,19.00,90.0,,3.08E-4,47.99494,60.347025,J031158.78+602049.2,47.99494,60.347025,0.102,0.1,162,12.673,0.026,12.708,0.03,10.17,0.081,8.474,0.409,16.031,0.127,15.103,0.129,14.585,0.113,480160501241015777,42.1,33.8,36.1,7.09,13.4,1.22,2.7,0.95,1,0,0.0,0.0,0.0,0.001,0000,5,012n,11,15,15,15,15,7,15,2,532188780,0.792
PGC166077,56.30385,67.86466,10.0,I,-66,1.4,2.511886293612277,16.27,53.8,,0.003356,56.301147,67.867858,J034512.27+675204.2,56.301147,67.867858,0.197,0.186,129,14.6,0.037,14.833,0.091,12.527,,8.786,,15.457,0.052,14.923,0.075,14.951,0.135,553168101241016067,29.5,1.13,11.9,1.06,-2.9,1.06,0.4,1.1,1,0,0.0,0.0,0.0,0.0,0000,0,00nn,11,10,10,7,10,0,10,1,909197367,0.141
PGC166755,337.308,75.36707,5.0,Sc,2445,1.1,1.2589254809065389,15.97,63.7,,9.33E-4,337.311613,75.366878,J222914.78+752200.7,337.311613,75.366878,0.084,0.083,12,12.441,0.026,12.445,0.026,9.576,0.028,7.511,0.084,15.868,0.153,14.968,0.188,14.667,0.147,3367175701241014586,42.2,43.3,41.7,11.7,38.4,3.44,12.9,1.69,2,0,0.0,0.0,0.0,0.0,0000,1,7000,0,25,25,25,25,24,24,8,747304612,0.076
PGC166861,55.81335,68.2611,-,,1320,1.34,2.1877617920945056,17.70,90.0,,0.001591,55.811887,68.262596,J034314.85+681545.3,55.811887,68.262596,0.226,0.215,122,14.812,0.042,14.759,0.096,12.335,,8.935,,16.256,0.14,15.595,0.171,14.787,,553168101241021917,25.8,3.12,11.3,1.07,-1.3,0.972,-0.2,0.935,1,0,0.0,0.0,0.0,0.0,0000,1,11nn,11,10,10,5,10,0,10,0,907611418,0.831
PGC2807061,105.1176,-4.20713,10.0,I,290,1.3,1.9952620958974432,18.00,61.7,,5.89E-4,105.11703,-4.206977,J070028.08-041225.1,105.11703,-4.206977,0.101,0.1,144,12.578,0.026,12.598,0.031,12.604,,8.891,,12.917,0.025,12.684,0.03,12.62,0.028,1048004601241040561,41.5,0.968,35.3,0.933,-0.1,0.875,-0.3,0.927,1,0,0.0,0.0,0.0,0.0,0000,0,00nn,0,14,14,14,14,0,13,1,1206823487,0.019
SDSSJ121727.85+071937.6,184.3659,7.32688,-,,2202,1.16,1.4454396596536672,17.76,90.0,,9.14E-4,184.365865,7.327793,J121727.80+071940.0,184.365865,7.327793,0.189,0.169,75,15.764,0.064,15.716,0.179,12.22,,8.471,,,,,,,,1845107501241008864,17.0,1.51,6.1,0.865,1.1,0.797,1.8,1.1,1,0,0.0,0.0,0.0,0.0,0000,0,0nnn,-82,12,13,1,13,0,12,0,0,
SDSSJ140459.26+533838.8,211.2471,53.64405,-,,264,1.42,2.630267731982223,14.14,53.3,,4.69E-4,211.24786,53.644179,J140459.48+533839.0,211.24786,53.644179,0.16,0.152,74,14.506,0.039,14.042,0.042,11.02,0.076,8.222,0.165,,,,,,,2120153001241041912,27.5,8.64,25.9,2.79,14.3,1.1,6.6,1.05,1,0,0.0,0.0,0.0,0.0,0000,3,440n,0,18,23,18,23,10,22,2,0,
SDSSJ140638.13+545947.6,211.65885,54.99658,5.0,S?,1837,1.01,1.0232929698100972,16.42,58.7,,0.001162,211.658444,54.995442,J140638.02+545943.5,211.658444,54.995442,0.261,0.242,77,15.659,0.044,15.66,0.119,12.564,,8.972,,,,,,,,2119154501241040781,24.5,2.03,9.1,0.957,1.3,1.05,1.4,1.03,1,0,0.0,0.0,0.0,0.0,0000,0,1nnn,0,24,24,3,23,0,21,0,0,
UGC00300,7.5174,3.51291,10.0,IAB,1345,1.02,1.0471285020627683,-,24.0,,0.001088,7.516315,3.512805,J003003.91+033046.0,7.516315,3.512805,0.596,0.551,122,16.247,0.096,15.797,0.231,12.108,,9.041,,,,,,,,75103001241030145,11.3,1.22,4.7,1.05,0.9,0.94,-1.0,0.992,1,0,0.0,0.0,0.0,0.0,0000,0,0nnn,87,5,10,2,10,0,10,0,0,
UGC00313,7.8588000000000005,6.20675,4.3,Sbc,2084,1.08,1.20226455342066,14.35,55.9,,4.06E-4,7.858521,6.207046,J003126.04+061225.3,7.858521,6.207046,0.086,0.085,139,12.571,0.024,12.472,0.028,8.871,0.028,6.608,0.064,15.999,0.252,13.981,,13.822,,75106001241012736,44.7,48.9,38.8,11.2,38.7,5.67,16.9,1.39,1,0,0.0,0.0,0.0,0.0,0000,5,1100,109,12,12,11,11,10,10,10,997040896,1.132
UGC00320,8.1285,2.57422,6.1,Sc,2374,1.1,1.2589254809065389,16.05,90.0,,3.95E-4,8.128822,2.57399,J003230.91+023426.3,8.128822,2.57399,0.243,0.208,114,14.958,0.043,14.812,0.09,11.909,,8.384,,,,,,,,75103001241012298,25.3,1.92,12.1,0.956,1.8,0.939,1.1,0.99,2,1,0.0,0.0,0.0,0.0,0000,0,nnnn,87,13,14,10,13,1,13,0,0,
UGC00772,18.414299999999997,0.87459,9.8,I,1174,1.08,1.20226455342066,16.10,45.5,,8.2E-4,18.414338,0.875409,J011339.44+005231.4,18.414338,0.875409,1.114,1.024,117,17.068,0.177,16.275,,12.643,,8.627,,,,,,,,181101501241001946,6.1,0.779,1.5,0.895,-2.0,0.85,0.8,0.904,1,0,0.0,0.0,0.0,0.0,0000,0,nnnn,0,0,12,1,12,0,12,0,0,
UGC00931,20.81055,-0.70107,4.7,Sc,1987,1.01,1.0232929698100972,16.09,79.0,,4.16E-4,20.810828,-0.70076,J012314.59-004202.7,20.810828,-0.70076,0.158,0.147,121,14.63,0.032,14.439,0.057,12.615,0.437,8.558,,,,,,,,211100001241004604,33.9,4.95,19.1,1.22,2.5,0.981,1.8,0.99,1,0,0.0,0.0,0.0,0.0,0000,1,11nn,0,20,20,17,20,0,17,0,0,
UGC02392,43.9434,33.76658,5.9,Sc,1546,1.12,1.3182567530303144,15.22,76.6,,1.52E-4,43.943239,33.766507,J025546.37+334559.4,43.943239,33.766507,0.109,0.109,116,13.355,0.026,13.388,0.036,11.874,0.277,8.874,,14.719,0.046,14.24,0.062,14.2,0.076,431133301241031941,42.2,9.69,30.4,1.89,3.9,0.897,0.3,0.924,1,0,0.0,0.0,0.0,0.0,0000,1,11nn,0,11,11,11,11,0,11,0,1304264870,0.279
UGC02826,55.9398,68.30131,5.0,Sc,1313,1.08,1.20226455342066,14.89,55.9,,1.91E-4,55.940035,68.30148,J034345.60+681805.3,55.940035,68.30148,0.056,0.053,174,9.938,0.023,9.9,0.019,6.545,0.015,4.533,0.026,12.55,0.056,11.556,,11.26,,553168101241021530,46.4,83.2,58.6,61.4,72.1,64.5,42.3,19.7,1,0,0.0,0.0,0.0,0.0,0000,5,0191,11,12,12,12,12,11,11,12,907611301,0.732
UGC03016,65.33325,36.76014,5.9,Sc,2458,1.05,1.1220183311090417,16.43,90.0,,1.35E-4,65.333373,36.760048,J042120.00+364536.1,65.333373,36.760048,0.071,0.07,147,11.064,0.023,11.097,0.023,8.054,0.023,6.079,0.07,13.63,0.06,12.854,0.078,12.729,0.092,652136301241031709,46.7,53.6,47.6,21.4,47.3,16.2,15.6,2.04,1,0,0.0,0.0,0.0,0.0,0000,5,95n1,-31,13,13,13,13,7,7,7,936992738,0.386
UGC03701,107.92785,72.16919,6.0,Sc,2915,1.24,1.7378008669100269,15.04,0.0,,7.73E-4,107.927205,72.169937,J071142.52+721011.7,107.927205,72.169937,0.109,0.106,115,13.829,0.026,13.843,0.036,10.717,0.064,8.442,0.197,16.467,0.166,14.847,,14.519,,1070172601241001918,41.8,13.8,30.1,2.35,17.0,1.15,5.5,1.17,1,0,0.0,0.0,0.0,0.0,0000,1,111n,11,26,26,26,26,17,24,1,1294977341,0.111
UGC03960,115.0947,23.27501,-4.8,E,2256,1.1,1.2589254809065389,14.65,72.2,,1.12E-4,115.094813,23.274968,J074022.75+231629.8,115.094813,23.274968,0.083,0.079,149,11.614,0.022,11.729,0.024,11.4,0.182,8.339,,13.481,0.046,12.897,0.055,12.65,0.049,1156122701241041695,49.1,24.0,45.5,6.64,6.0,1.07,1.5,0.929,1,0,0.0,0.0,0.0,0.0,0000,5,01nn,0,11,11,11,11,2,11,0,145345535,0.133
UGC04305,124.76820000000001,70.72167,9.9,I,158,1.9,7.943281911173255,11.16,51.4,,0.00186,124.769449,70.719856,J081904.66+704311.4,124.769449,70.719856,0.247,0.222,84,15.335,0.046,14.842,0.076,12.81,,9.071,,,,,,,,1260171101241009459,23.7,2.22,14.3,1.31,0.2,0.873,0.3,1.01,1,0,0.0,0.0,0.0,0.0,0000,4,01nn,0,13,13,8,13,0,13,0,0,
UGC04483,129.26415,69.77639,9.8,I,157,1.05,1.1220183311090417,15.08,67.4,,4.37E-4,129.263031,69.776186,J083703.12+694634.2,129.263031,69.776186,0.422,0.396,81,16.113,0.07,15.916,0.177,12.779,,9.173,,,,,,,,1297169601241019632,15.6,1.61,6.1,1.01,0.2,0.901,0.0,1.02,1,0,0.0,0.0,0.0,0.0,0000,0,1nnn,0,12,14,2,14,0,13,0,0,
UGC04549,131.08935,58.84196,7.9,Sd,1291,1.1,1.2589254809065389,14.12,37.9,,2.2E-5,131.089393,58.841957,J084421.45+585031.0,131.089393,58.841957,0.076,0.074,31,12.242,0.025,12.25,0.025,8.739,0.022,6.53,0.051,15.414,0.198,14.743,0.181,14.5,0.167,1324159001241007660,43.8,47.2,43.7,13.2,48.6,8.33,21.3,2.2,1,0,0.0,0.0,0.0,0.0,0000,5,1100,0,15,15,15,15,15,15,15,994286559,0.199
UGC04551,131.02455,49.79396,-1.9,S0,1722,1.23,1.698243727045763,13.39,90.0,,1.77E-4,131.024794,49.793879,J084405.95+494737.9,131.024794,49.793879,0.073,0.068,143,9.703,0.022,9.747,0.021,9.33,0.031,8.733,0.386,11.782,0.058,10.816,0.052,10.553,0.038,1300149901241015120,50.3,36.5,52.1,20.2,34.9,1.6,2.8,1.12,1,0,0.0,0.0,0.0,0.0,0000,5,211n,0,12,12,12,12,12,12,0,568827612,0.195
UGC04684,134.1696,0.37501,7.3,Scd,2519,1.11,1.288249594126457,14.73,41.9,,8.84E-4,134.169876,0.37417,J085640.77+002227.0,134.169876,0.37417,0.535,0.406,101,14.372,0.151,14.278,0.106,10.612,0.103,8.348,0.385,,,,,,,1346100001241026696,7.2,0.424,10.2,0.986,10.6,1.17,2.8,1.05,3,1,0.0,0.0,0.0,0.0,hh00,4,nnnn,0,1,12,5,12,5,12,0,0,
UGC05139,145.1346,71.1833,9.9,IAB,140,1.52,3.3113110693986716,13.37,18.4,,0.005241,145.137092,71.178121,J094032.90+711041.2,145.137092,71.178121,0.174,0.165,80,14.907,0.034,14.949,0.071,13.012,,9.412,,16.055,0.095,15.37,0.121,14.992,0.116,1440171101241018074,32.2,1.11,15.3,1.04,-0.3,1.05,-0.4,0.933,1,0,0.0,0.0,0.0,0.002,0000,0,00nn,0,19,19,14,19,0,19,0,615457418,0.206
